更新时间,#genre#
20250425 01:13,url


RespoTime,whitelist,#genre#
0.00ms,重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
0.00ms,黑龙江文体,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226239/index.m3u8
0.00ms,CCTV13,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8
0.00ms,东南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225620/index.m3u8
0.00ms,CCTV9,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
0.00ms,CCTV2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8
0.00ms,CGTN阿语,https://livear.cgtn.com/1000a/prog_index.m3u8
0.00ms,黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226531/index.m3u8
0.00ms,天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8
0.00ms,CCTV12,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
0.00ms,CCTV5+,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
0.00ms,江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225613/index.m3u8
0.00ms,黑莓电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
0.00ms,CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8
0.00ms,江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8
0.00ms,CCTV3,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
0.00ms,安多卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225659/index.m3u8
0.00ms,延边卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226516/index.m3u8
0.00ms,CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
0.00ms,CCTV14,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8
0.00ms,江西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
0.00ms,CCTV15,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226476/index.m3u8
0.00ms,广西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226549/index.m3u8
0.00ms,黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8
0.00ms,CGTN西语,https://livees.cgtn.com/1000e/prog_index.m3u8
0.00ms,卡酷少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225654/index.m3u8
0.00ms,湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8
0.00ms,CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226514/index.m3u8
0.00ms,黑龙江影视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226298/index.m3u8
0.00ms,云南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226444/index.m3u8
0.00ms,黑龙江｜少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226304/index.m3u8
0.00ms,河北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
0.00ms,重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225618/index.m3u8
0.00ms,宁夏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225632/index.m3u8
0.00ms,山东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
0.00ms,内蒙古卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225634/index.m3u8
0.00ms,四川卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
0.00ms,CCTV11,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226565/index.m3u8
0.00ms,黑龙江都市,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226301/index.m3u8
0.00ms,河南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
0.00ms,东南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
0.00ms,CCTV10,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8
0.00ms,湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225610/index.m3u8
0.00ms,海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
0.00ms,山西｜卫视,http://liveflash.sxrtv.com/live/sxwshd.m3u8?sub_m3u8=true&edge_slice=true
0.00ms,黑龙江新闻,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226330/index.m3u8
0.00ms,CCTV5,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
0.00ms,天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225740/index.m3u8
0.00ms,CCTV17,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8
0.00ms,黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226582/index.m3u8
0.00ms,广西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226380/index.m3u8
0.00ms,CCTV16,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8
0.00ms,CCTV6,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
0.00ms,CCTV8,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
0.00ms,CCTV14,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226591/index.m3u8
0.00ms,黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226525/index.m3u8
0.00ms,湖北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8
0.00ms,CCTV4,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
0.00ms,兵团卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226439/index.m3u8
13.63ms,春晚1984,http://txmov2.a.kwimgs.com/upic/2022/01/31/15/BMjAyMjAxMzExNTU5NTRfNDAzMDAxOTlfNjYyNzMyMzg3MTRfMF8z_b_B192356dadbc90d207ba16964d4c2914c.mp4
24.91ms,TNT 体育频道 美国,http://208.86.19.13:81/16.stream/index.m3u8
28.52ms,河北卫视,http://satellitepull.cnr.cn/live/wxhebws/playlist.m3u8
40.70ms,广东新闻,http://satellitepull.cnr.cn/live/wxgdxwgb/playlist.m3u8
41.43ms,三立新闻,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV32.m3u8
42.47ms,YOYO TV,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV63.m3u8
43.89ms,華視,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV12.m3u8
44.71ms,NICKTOONS 动画,http://143.244.60.30/NICKTOONS/index.m3u8
44.72ms,中天新闻,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV28.m3u8
44.73ms,Love Nature,http://143.244.60.30/LOVE_NATURE/index.m3u8
44.78ms,INSP,http://143.244.60.30/INSP/index.m3u8
44.85ms,靖江新闻综合,https://satellitepull.cnr.cn/live/wxlnjjtb/playlist.m3u8
45.45ms,NICKELODEON,http://143.244.60.30/NICKELODEON/index.m3u8
47.32ms,euro news,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV37.m3u8
47.91ms,春晚1992,https://txmov2.a.kwimgs.com/bs3/video-hls/5256826755663896297_hlshd15.m3u8
49.51ms,四川岷江音乐,https://satellitepull.cnr.cn/live/wxscmjyyt/playlist.m3u8
50.50ms,河北综合广播,https://satellitepull.cnr.cn/live/wxhebzhgb/playlist.m3u8
50.69ms,tbs 美国,http://143.244.60.30/TBS/index.m3u8
51.12ms,ABC EAST,http://143.244.60.30/ABC_EAST/index.m3u8
51.20ms,FOX EAST,http://143.244.60.30/FOX_EAST/index.m3u8
57.81ms,广西人民广播,https://satellitepull.cnr.cn/live/wx32gxrmgb/playlist.m3u8
66.96ms,新疆绿色广播,https://satellitepull.cnr.cn/live/wxxjlsgb/playlist.m3u8
74.24ms,Court TV,http://72.46.118.193/Court/index.m3u8
74.44ms,浙江｜宁波余姚综合,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8
76.39ms,浙江｜绍兴上虞影视,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8
76.48ms,丽水青田综合,http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8
76.81ms,延边卫视,http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8#
80.01ms,澳视卫星频高,http://cdn.163.dedyn.io/live/as/stream.m3u8
82.08ms,开化国家公园,http://l.cztvcloud.com/channels/lantian/SXkaihua2/720p.m3u8zzhed
82.43ms,上虞文化影院,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8zzhed
82.50ms,姚江文化,http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8?
83.63ms,北京卫视,https://live-hls-web-ajb.getaj.net/AJB/01.m3u8
85.73ms,北京财经,http://player.cntv.cn/standard/live_HLSDRM20180524.swf?ChannelID=btv5&videoTVChannel=btv5&P2PChannelID=pd://cctv_p2p_hdbtv5&tai=btv5&VideoName=btv5&channelID=btv5
86.25ms,澳门莲花,http://php.jdshipin.com:8880/amlh.php
91.62ms,Talking Tom Cat 24/7,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV65.m3u8
95.14ms,catroon 24/7,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV66.m3u8
96.06ms,香港卫视,http://player.cntv.cn/standard/live_HLSDRM20180606.swf?ChannelID=xianggangweishi&P2PChannelID=pd://cctv_p2p_hdxianggangweishi
98.05ms,小猪佩奇 24/7,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV64.m3u8
99.06ms,CETV1,http://player.cntv.cn/standard/live_HLSDRM20180524.swf?ChannelID=cetv1&videoTVChannel=cetv1&P2PChannelID=pd://cctv_p2p_hdcetv1&tai=cetv1&VideoName=cetv1&channelID=cetv1
99.43ms,无线翡翠频4k,http://cdn.163.dedyn.io/live/fct4k/stream.m3u8
100.33ms,car catroon 24/7,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV68.m3u8
100.99ms,astro AWANI 马来西亚,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV27.m3u8
101.74ms,亚洲新闻,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
103.46ms,兰溪新闻,http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8?zzhed?
103.98ms,寰宇新聞台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV02.m3u8
104.15ms,New Movies 韩国电影,https://bd281c27a16f4a7fb4a88260378e8082.mediatailor.us-east-1.amazonaws.com/v1/master/44f73ba4d03e9607dcd9bebdcb8494d86964f1d8/Samsung_NewMovies/playlist.m3u8
104.57ms,澳门莲花,http://php.jdshipin.com/amlh.php
106.63ms,ABN China (720p),https://mediaserver.abnvideos.com/streams/abnchina.m3u8
106.89ms,Dave and Ava 24/7,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV67.m3u8
107.25ms,Bloomberg 美国,https://4da261f13a2445c2a8fada9704df3e17.mediatailor.us-east-1.amazonaws.com/v1/master/44f73ba4d03e9607dcd9bebdcb8494d86964f1d8/Samsung-in_Bloomberg/playlist.m3u8
107.69ms,春晚1986,https://txmov2.a.kwimgs.com/bs3/video-hls/5231493982164619599_hlshd15.m3u8
107.95ms,北京卫视,https://www.yangshipin.cn/tv/home?pid=600002309
108.88ms,春晚1999,https://txmov2.a.kwimgs.com/bs3/video-hls/5258234133675308186_hlshd15.m3u8
108.95ms,浙江｜萧山生活频道,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8
109.02ms,重庆卫视,https://www.yangshipin.cn/tv/home?pid=600002531
109.08ms,Global NEWS 加拿大,https://live.corusdigitaldev.com/groupa/live/48a5882b-a1ec-42d7-bfd7-6c2739e737da/live.isml/.m3u8
112.50ms,春晚1987,https://txmov2.a.kwimgs.com/bs3/video-hls/5195746663405928031_hlsb.m3u8
114.37ms,新加坡国际,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
114.73ms,鄞州二套,http://pili-publish.yzxw.newaircloud.com/newaircloud-yzxw/yzxw_20190925090936.m3u8?zzhed
114.78ms,NASA TV 1 美国,https://ntv1.akamaized.net/hls/live/2014075/NASA-NTV1-HLS/master.m3u8
119.82ms,神探狄仁杰,http://jxiptv.xn--9kqp7k2rd.com/svip/yy.php?t=1351755386
120.54ms,TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist0.m3u8
120.82ms,萧山综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8?
121.17ms,TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8
121.22ms,AMC Thrillers 电影,https://436f59579436473e8168284cac5d725f.mediatailor.us-east-1.amazonaws.com/v1/master/44f73ba4d03e9607dcd9bebdcb8494d86964f1d8/Plex_RushByAMC/playlist.m3u8
121.32ms,东森超视,http://38.64.72.148:80/hls/modn/list/2013/chunklist0.m3u8
122.43ms,宁波余姚生活,http://l.cztvcloud.com/channels/lantian/SXyuyao2/720p.m3u8
122.95ms,「江苏」宜兴新闻频道,http://yixing-tv-ori-hls.jstv.com/yixing-tv-ori/yixing_xw.m3u8?zjiangsd
123.47ms,河北卫视,http://player.cntv.cn/standard/live_HLSDRM20180919.swf?v=180.171.5.8.9.6.3.9&ChannelID=hebei&videoTVChannel=hebei&P2PChannelID=pd://cctv_p2p_hebei&tai=hebei&VideoName=hebei&channelID=hebei
125.06ms,FOX Live Now 美国,https://fox-foxnewsnow-samsungus.amagi.tv/playlist720p.m3u8
125.79ms,动物星球道高,http://108.181.21.27:27347/livehttpplay?channel_id=2010
126.35ms,Plus综合频高,http://cdn.163.dedyn.io/live/tvbp/stream.m3u8
127.58ms,华语电视3,http://38.64.72.148:80/hls/modn/list/4003/chunklist0.m3u8
127.60ms,华语,http://38.64.72.148:80/hls/modn/list/4002/chunklist0.m3u8
127.62ms,海峡卫视,http://38.64.72.148:80/hls/modn/list/4009/playlist.m3u8
127.94ms,东森美洲2,http://38.64.72.148:80/hls/modn/list/2015/chunklist1.m3u8
128.09ms,台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8
128.25ms,TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/playlist.m3u8
128.30ms,民视新闻,http://38.64.72.148/hls/modn/list/4012/chunklist0.m3u8
128.31ms,台视新闻,http://38.64.72.148/hls/modn/list/4013/chunklist0.m3u8
128.38ms,台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
128.50ms,台视新闻,http://38.64.72.148/hls/modn/list/4013/playlist.m3u8
128.53ms,民视新闻,http://38.64.72.148/hls/modn/list/4012/playlist.m3u8
128.59ms,台视新闻,http://38.64.72.148:80/hls/modn/list/4013/playlist.m3u8
128.61ms,中天亞洲台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV13.m3u8
128.75ms,台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8?blog.ntnas.top
129.57ms,民视新闻,http://38.64.72.148:80/hls/modn/list/4012/playlist.m3u8
129.64ms,海峡卫视,http://38.64.72.148:80/hls/modn/list/4009/chunklist0.m3u8
130.65ms,民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8
130.72ms,龙祥时代频标,http://mytv.cdn.com.mp/live/lxsd/stream.m3u8
130.77ms,民视新闻台,http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8
130.83ms,TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8
130.91ms,深圳卫视,http://38.64.72.148:80/hls/modn/list/4007/playlist.m3u8
130.94ms,TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8
131.67ms,TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8?
133.51ms,东森超视,http://38.64.72.148:80/hls/modn/list/2013/chunklist1.m3u8
134.99ms,绍兴嵊州综合,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8
135.43ms,半岛新闻,http://live-hls-web-aja.getaj.net/AJA/02.m3u8
136.19ms,KMTV 3 News Now OMAHA,https://content.uplynk.com/channel/328d1434fb51476cb6567c74d5b2cc70.m3u8
138.71ms,春晚2021,http://txmov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzE4NTJfNDAzMDAxOTlfNjYxNzUzOTg3NjlfMF8z_b_Be41d9503181d7b0608a839ed401e02c2.mp4
138.74ms,TVB无线新闻,http://aktv.top/AKTV/live/aktv/null-20/AKTV.m3u8
138.78ms,黑龙江卫视,http://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8
139.22ms,国家地理AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv2/lovenaturehd/AKTV.m3u8
139.46ms,rock影综AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv/rockaction/AKTV.m3u8
139.63ms,EUROSPORT 1,https://cdn-nvm-chicago.lolokoko.tv/eurosport1.stream/chunks.m3u8
140.44ms,凤凰资讯,http://aktv_stream.m16tv.cfd/stream/aktv/null-4/AKTV.m3u8#http://aktv_stream1.m16tv.cfd/stream/aktv/null-4/AKTV.m3u8#http://aktv-stream.m16tv.cfd/stream/aktv/null-4/AKTV.m3u8
140.62ms,寰宇新聞台,http://aktv_stream.m16tv.cfd/stream/yt/null-1/AKTV.m3u8
141.14ms,INDIA TODAY,https://feeds.intoday.in/hltapps/api/master.m3u8
144.08ms,洛阳综合,https://wshlslive.migucloud.com/live/6AL7GTQX_C0/playlist.m3u8
145.89ms,东森新闻,http://aktv_stream1.m16tv.cfd/stream/taiwan/null-10/AKTV.m3u8
146.34ms,TVB Plus,http://live_bin.m16tv.cfd/stream/aktv/tvbplus/AKTV.m3u8
146.77ms,DW_综合AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv3/dw/AKTV.m3u8
147.22ms,上虞3新商都 (720p) [Not 24/7],https://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8
147.22ms,VIU,http://aktv_stream.m16tv.cfd/stream/useradd1/viutv/AKTV.m3u8
147.39ms,凤凰中文,http://live_bin.m16tv.cfd/stream/aktv/null-3/AKTV.m3u8
147.43ms,台视新闻,http://aktv_stream1.m16tv.cfd/stream/taiwan/null-15/AKTV.m3u8
147.56ms,无线经典AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv/null-15/AKTV.m3u8
147.67ms,Animax,http://live_bin.m16tv.cfd/stream/aktv3/animaxhk/AKTV.m3u8#http://aktv.top/AKTV/live/aktv3/animaxhk/AKTV.m3u8
148.17ms,翡翠台,http://aktv_stream.m16tv.cfd/stream/aktv/null/AKTV.m3u8
148.19ms,寰宇新闻,http://live_bin.m16tv.cfd/stream/aktv/null-7/AKTV.m3u8
148.32ms,NHK日本AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv3/nhk/AKTV.m3u8
148.34ms,愛爾達娛樂台,http://aktv_stream1.m16tv.cfd/stream/taiwan/null-11/AKTV.m3u8
148.65ms,民视第一,http://aktv_stream1.m16tv.cfd/stream/taiwan/null/AKTV.m3u8
148.77ms,亚洲新闻,http://live_bin.m16tv.cfd/stream/aktv3/null-3/AKTV.m3u8
148.82ms,TVBPLUS,http://cdn.163189.xyz/live/tvbp/stream.m3u8
148.85ms,萧山新闻综合,https://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8
148.93ms,Channel 5,http://aktv_stream1.m16tv.cfd/stream/astro_a1/ch1/AKTV.m3u8
149.16ms,TVBS新聞,http://aktv_stream.m16tv.cfd/stream/aktv3/tvbs/AKTV.m3u8
149.26ms,New Movies 韩国电影,https://7732c5436342497882363a8cd14ceff4.mediatailor.us-east-1.amazonaws.com/v1/master/04fd913bb278d8775298c26fdca9d9841f37601f/Plex_NewMovies/playlist.m3u8
149.32ms,Nick综合AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv3/nickelodeon/AKTV.m3u8
149.40ms,france24AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv3/france24/AKTV.m3u8
149.41ms,美亞電影台(HK),http://aktv_stream.m16tv.cfd/stream/aktv2/hk/AKTV.m3u8
149.54ms,寰宇新闻AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv/null-7/AKTV.m3u8
149.61ms,CNA新闻AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv3/null-3/AKTV.m3u8
150.60ms,曼聯電視頻道,http://aktv_stream1.m16tv.cfd/stream/astro_a1/ch87/AKTV.m3u8
150.64ms,tvbs新闻AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv3/null-2/AKTV.m3u8
150.69ms,无线翡翠频高,http://cdn3.132.us.kg/live/fct/stream.m3u8
150.72ms,北京生活,http://player.cntv.cn/standard/live_HLSDRM20180524.swf?ChannelID=btv7&videoTVChannel=btv7&P2PChannelID=pd://cctv_p2p_hdbtv7&tai=btv7&VideoName=btv7&channelID=btv7
150.97ms,TVB明珠,http://aktv_stream.m16tv.cfd/stream/aktv/null-2/AKTV.m3u8#http://live_bin.m16tv.cfd/stream/aktv/null-2/AKTV.m3u8
151.70ms,channel8AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv/channel8hd/AKTV.m3u8
151.82ms,NHK東京総合,http://aktv.top/AKTV/live/aktv3/nhk/AKTV.m3u8
151.99ms,Love Nature HD,http://aktv.top/AKTV/live/aktv2/lovenaturehd/AKTV.m3u8
152.13ms,上虞1新闻综合 (720p) [Not 24/7],https://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8
152.50ms,无线新美AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv2/null-1/AKTV.m3u8
152.88ms,TVB无线新闻,http://cdn9.163189.xyz/smt1.1.php?id=inews_twn
153.07ms,纬来电影频高,http://mytv.cdn.com.mp/live/wldy/stream.m3u8
153.23ms,凤凰中文频高,http://cdn.132.us.kg/live/fhzw/stream.m3u8
153.25ms,ROCK Action,http://aktv_stream.m16tv.cfd/stream/aktv2/rockaction/AKTV.m3u8
153.79ms,TVB明珠,http://live_bin.m16tv.cfd/stream/aktv/null-2/AKTV.m3u8
153.83ms,中天新闻频高,http://aktv_stream1.m16tv.cfd/stream/aktv/null-6/AKTV.m3u8
154.03ms,台视新闻,http://aktv_stream.m16tv.cfd/stream/taiwan/null-15/AKTV.m3u8
154.24ms,Now星影台,http://aktv.top/AKTV/live/aktv2/now/AKTV.m3u8
154.27ms,无线J1美AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv/null-17/AKTV.m3u8
154.56ms,无线翡翠AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv/null/AKTV.m3u8
154.65ms,鳳凰資訊,http://aktv.top/AKTV/live/aktv/null-4/AKTV.m3u8
154.69ms,無線新聞台,http://aktv_stream.m16tv.cfd/stream/aktv2/null-4/AKTV.m3u8
155.19ms,无线翡翠频4k,http://cdn.163189.xyz/live/fct4k/stream.m3u8
